Market,Order Quantity,Order Price,Filled Price,Trigger Price,Filled Quantity,feeInfo,Direction,Order Type,Order Status,Order ID,Order Time(UTC+0),Time In Force,Create Time,Max Slippage,Max Slippage Type,Limit Tpsl Strategy,Bbo Side Type,Bbo Level
ETHUSDT,0.01,0,0,1957.27,0.0,,Long,Market,Deactivated, 64589de6,16:46 2026-05-31,IOC,16:46 2026-05-31,,,Price,,
ETHUSDT,0.01,1959.26,1999.25,,0.01,"{""USDT"":""0.01099588""}",Short,Market,Filled, b9663628,16:46 2026-05-31,IOC,16:46 2026-05-31,,,Price,,
BTCUSDT,0.001,0,0,74032.8,0.0,,Long,Market,Deactivated, c7653f76,16:45 2026-05-31,IOC,16:45 2026-05-31,,,Price,,
BTCUSDT,0.001,0,0,71902.9,0.0,,Long,Market,Deactivated, 5a93beff,16:45 2026-05-31,IOC,16:45 2026-05-31,,,Price,,
BTCUSDT,0.001,72709.9,73445.2,,0.001,"{""USDT"":""0.04039486""}",Short,Market,Filled, 1a8fb62b,16:45 2026-05-31,IOC,16:45 2026-05-31,,,Price,,
ETHUSDT,0.01,2039.41,1999.4,,0.01,"{""USDT"":""0.0109967""}",Long,Market,Filled, 9ea3f627,16:45 2026-05-31,IOC,16:45 2026-05-31,,,Price,,
BTCUSDT,0.001,74200.9,73445.6,,0.001,"{""USDT"":""0.04039508""}",Long,Market,Filled, c34663f9,16:45 2026-05-31,IOC,16:45 2026-05-31,,,Price,,
ETHUSDT,0.01,0,0,2020.42,0.0,,Long,Market,Deactivated, 0ba51295,16:31 2026-05-31,IOC,16:31 2026-05-31,,,Price,,
ETHUSDT,0.01,0,0,1962.29,0.0,,Long,Market,Deactivated, cf2fa02c,16:31 2026-05-31,IOC,16:31 2026-05-31,,,Price,,
ETHUSDT,0.01,1964.23,2004.21,,0.01,"{""USDT"":""0.01102316""}",Short,Market,Filled, 42a65b28,16:31 2026-05-31,IOC,16:31 2026-05-31,,,Price,,
ETHUSDT,0.01,2046.15,2006.04,,0.01,"{""USDT"":""0.01103322""}",Long,Market,Filled, 07343221,16:28 2026-05-31,IOC,16:28 2026-05-31,,,Price,,
BTCUSDT,0.001,0,0,74168.4,0.0,,Long,Market,Deactivated, 6f6ea687,16:14 2026-05-31,IOC,16:14 2026-05-31,,,Price,,
BTCUSDT,0.001,0,0,72034.6,0.0,,Long,Market,Deactivated, d80be3f1,16:14 2026-05-31,IOC,16:14 2026-05-31,,,Price,,
BTCUSDT,0.001,72843.8,73579.7,,0.001,"{""USDT"":""0.04046884""}",Short,Market,Filled, 95f14556,16:14 2026-05-31,IOC,16:14 2026-05-31,,,Price,,
SOLUSDT,0.1,0,0,79.99,0.0,,Long,Market,Deactivated, 780e7892,16:14 2026-05-31,IOC,16:14 2026-05-31,,,Price,,
SOLUSDT,0.1,0,0,82.36,0.0,,Long,Market,Deactivated, 2a691047,16:14 2026-05-31,IOC,16:14 2026-05-31,,,Price,,
SOLUSDT,0.1,77.63,81.7,,0.1,"{""USDT"":""0.0044935""}",Short,Market,Filled, 9fe7aee6,16:14 2026-05-31,IOC,16:14 2026-05-31,,,Price,,
ETHUSDT,0.01,0,0,1966.97,0.0,,Long,Market,Deactivated, 7a64aaa4,16:09 2026-05-31,IOC,16:09 2026-05-31,,,Price,,
ETHUSDT,0.01,0,0,2025.24,0.0,,Long,Market,Deactivated, 52165429,16:09 2026-05-31,IOC,16:09 2026-05-31,,,Price,,
ETHUSDT,0.01,1968.98,2009.02,,0.01,"{""USDT"":""0.01104961""}",Short,Market,Filled, 540ef85d,16:09 2026-05-31,IOC,16:09 2026-05-31,,,Price,,
BTCUSDT,0.001,74392.9,73655.4,,0.001,"{""USDT"":""0.04051047""}",Long,Market,Filled, 0bf466ff,16:04 2026-05-31,IOC,16:04 2026-05-31,,,Price,,
ETHUSDT,0.01,2050.28,2010.09,,0.01,"{""USDT"":""0.0110555""}",Long,Market,Filled, 0cac76cc,16:03 2026-05-31,IOC,16:03 2026-05-31,,,Price,,
SOLUSDT,0.1,86.04,81.94,,0.1,"{""USDT"":""0.0045067""}",Long,Market,Filled, 0f24f79f,16:02 2026-05-31,IOC,16:02 2026-05-31,,,Price,,
BTCUSDT,0.001,0,0,72058.5,0.0,,Long,Market,Deactivated, 71ba395f,16:01 2026-05-31,IOC,16:01 2026-05-31,,,Price,,
BTCUSDT,0.001,0,0,74193.0,0.0,,Long,Market,Deactivated, a77c3edc,16:01 2026-05-31,IOC,16:01 2026-05-31,,,Price,,
BTCUSDT,0.001,72871.7,73604,,0.001,"{""USDT"":""0.0404822""}",Short,Market,Filled, 5cd49205,16:01 2026-05-31,IOC,16:01 2026-05-31,,,Price,,
ETHUSDT,0.01,0,0,2025.59,0.0,,Long,Market,Deactivated, 824dfbc4,16:00 2026-05-31,IOC,16:00 2026-05-31,,,Price,,
ETHUSDT,0.01,0,0,1967.32,0.0,,Long,Market,Deactivated, 0b6c75dd,16:00 2026-05-31,IOC,16:00 2026-05-31,,,Price,,
ETHUSDT,0.01,1969.27,2009.51,,0.01,"{""USDT"":""0.01105231""}",Short,Market,Filled, ec5f23d5,16:00 2026-05-31,IOC,16:00 2026-05-31,,,Price,,
SOLUSDT,0.1,0,0,82.54,0.0,,Long,Market,Deactivated, d349a7e0,15:57 2026-05-31,IOC,15:57 2026-05-31,,,Price,,
SOLUSDT,0.1,0,0,80.17,0.0,,Long,Market,Deactivated, b8718a7f,15:57 2026-05-31,IOC,15:57 2026-05-31,,,Price,,
SOLUSDT,0.1,77.79,81.88,,0.1,"{""USDT"":""0.0045034""}",Short,Market,Filled, 208d107b,15:57 2026-05-31,IOC,15:57 2026-05-31,,,Price,,
SOLUSDT,0.1,86.07,81.98,,0.1,"{""USDT"":""0.0045089""}",Long,Market,Filled, 561836a1,15:57 2026-05-31,IOC,15:57 2026-05-31,,,Price,,
BTCUSDT,0.001,74356.9,73620.7,,0.001,"{""USDT"":""0.04049139""}",Long,Market,Filled, 01a214b4,15:57 2026-05-31,IOC,15:57 2026-05-31,,,Price,,
SOLUSDT,0.1,0,0,80.28,0.0,,Long,Market,Deactivated, c1fedb56,15:43 2026-05-31,IOC,15:43 2026-05-31,,,Price,,
SOLUSDT,0.1,0,0,82.66,0.0,,Long,Market,Deactivated, 3190455a,15:43 2026-05-31,IOC,15:43 2026-05-31,,,Price,,
SOLUSDT,0.1,77.9,82,,0.1,"{""USDT"":""0.00451""}",Short,Market,Filled, 4f3e5a09,15:43 2026-05-31,IOC,15:43 2026-05-31,,,Price,,
BTCUSDT,0.001,0,0,74236.5,0.0,,Long,Market,Deactivated, e4c44381,15:41 2026-05-31,IOC,15:41 2026-05-31,,,Price,,
BTCUSDT,0.001,0,0,72100.8,0.0,,Long,Market,Deactivated, 7eb18ec0,15:41 2026-05-31,IOC,15:41 2026-05-31,,,Price,,
BTCUSDT,0.001,72905.2,73644.2,,0.001,"{""USDT"":""0.04050431""}",Short,Market,Filled, d3a7bf60,15:41 2026-05-31,IOC,15:41 2026-05-31,,,Price,,
SOLUSDT,0.1,86.17,82.1,,0.1,"{""USDT"":""0.0045155""}",Long,Market,Filled, 9126e62a,14:35 2026-05-31,IOC,14:35 2026-05-31,,,Price,,
ETHUSDT,0.01,2052.41,2012.17,,0.01,"{""USDT"":""0.01106694""}",Long,Market,Filled, 7d811187,14:35 2026-05-31,IOC,14:35 2026-05-31,,,Price,,
BTCUSDT,0.001,74433.3,73696.2,,0.001,"{""USDT"":""0.04053291""}",Long,Market,Filled, a0f400ef,14:35 2026-05-31,IOC,14:35 2026-05-31,,,Price,,
SOLUSDT,0.1,0,0,81.05,0.0,,Long,Market,Deactivated, 51073c3d,13:43 2026-05-31,IOC,13:43 2026-05-31,,,Price,,
SOLUSDT,0.1,0,0,83.45,0.0,,Long,Market,Deactivated, 54cddfac,13:43 2026-05-31,IOC,13:43 2026-05-31,,,Price,,
SOLUSDT,0.1,78.65,82.78,,0.1,"{""USDT"":""0.0045529""}",Short,Market,Filled, f1b37564,13:43 2026-05-31,IOC,13:43 2026-05-31,,,Price,,
ETHUSDT,0.01,0,0,1978.89,0.0,,Long,Market,Deactivated, 1dac1ba0,13:43 2026-05-31,IOC,13:43 2026-05-31,,,Price,,
ETHUSDT,0.01,0,0,2037.51,0.0,,Long,Market,Deactivated, 4abe5ff1,13:43 2026-05-31,IOC,13:43 2026-05-31,,,Price,,
ETHUSDT,0.01,1980.75,2021.33,,0.01,"{""USDT"":""0.01111732""}",Short,Market,Filled, 9df0412c,13:43 2026-05-31,IOC,13:43 2026-05-31,,,Price,,
BTCUSDT,0.001,0,0,74440.8,0.0,,Long,Market,Deactivated, 8e11c016,13:42 2026-05-31,IOC,13:42 2026-05-31,,,Price,,
BTCUSDT,0.001,0,0,72299.2,0.0,,Long,Market,Deactivated, a2108554,13:42 2026-05-31,IOC,13:42 2026-05-31,,,Price,,
BTCUSDT,0.001,73113.1,73850,,0.001,"{""USDT"":""0.0406175""}",Short,Market,Filled, c0881794,13:42 2026-05-31,IOC,13:42 2026-05-31,,,Price,,
SOLUSDT,0.1,87.02,82.88,,0.1,"{""USDT"":""0.0045584""}",Long,Market,Filled, 62045eaa,13:10 2026-05-31,IOC,13:10 2026-05-31,,,Price,,
SOLUSDT,0.1,0,0,83.41,0.0,,Long,Market,Deactivated, 68f32281,12:54 2026-05-31,IOC,12:54 2026-05-31,,,Price,,
SOLUSDT,0.1,0,0,81.01,0.0,,Long,Market,Deactivated, 3770822e,12:54 2026-05-31,IOC,12:54 2026-05-31,,,Price,,
SOLUSDT,0.1,78.61,82.74,,0.1,"{""USDT"":""0.0045507""}",Short,Market,Filled, 636063a9,12:54 2026-05-31,IOC,12:54 2026-05-31,,,Price,,
